age,job,marital,education,default,housing,loan,month,day_of_week,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,cluster,offer_id
38,9,2,5,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_161
44,10,1,2,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_121
36,7,2,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_180
48,7,1,7,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,2,O_043
41,0,2,3,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_211
42,9,2,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_169
33,2,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,yes,5,O_210
38,9,2,2,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_153
28,7,0,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_085
33,9,2,5,0,2,2,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_148
29,0,1,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,1,O_143
49,9,1,3,1,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_050
41,0,2,3,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_033
47,7,1,3,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_154
38,0,2,3,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_031
22,9,2,2,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_033
52,0,0,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,3,O_026
32,7,1,3,1,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,yes,4,O_147
33,0,1,6,0,2,2,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,2,O_214
49,5,1,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,3,O_120
57,7,1,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,3,O_044
38,0,1,3,0,1,1,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,1,O_123
31,7,1,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_117
41,0,2,3,1,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_141
33,9,1,5,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_106
26,0,2,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_128
47,0,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_082
36,0,1,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,1,O_210
25,9,2,5,0,1,1,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_129
41,0,0,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,1,O_079
29,0,1,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,1,O_011
51,9,1,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_160
33,9,1,5,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_094
23,0,2,3,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_065
33,0,2,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_116
30,9,2,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_117
41,0,2,3,0,0,2,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_187
37,0,1,3,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,1,O_130
24,9,1,5,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_165
26,8,2,3,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_153
43,1,1,0,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,1,O_197
37,1,1,2,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,1,O_012
25,1,2,2,0,1,1,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_093
33,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,2,O_168
29,0,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_041
33,2,2,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_108
24,4,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_099
25,8,2,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_188
38,9,2,2,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_222
23,7,1,2,1,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_034
33,0,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_058
27,10,1,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_181
29,9,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_049
30,0,2,6,0,2,2,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_120
33,9,2,5,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_218
47,2,1,5,0,1,1,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,2,O_225
33,9,1,5,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,yes,4,O_219
56,9,2,5,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_040
36,0,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_043
56,1,1,0,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,3,O_049
31,1,2,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_180
35,0,2,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_050
28,0,2,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_105
37,0,0,6,1,2,2,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,2,O_191
33,0,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_119
41,4,1,3,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,1,O_217
32,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_120
52,0,0,3,0,2,2,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,3,O_094
55,0,0,7,1,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,2,O_224
46,0,2,6,0,0,2,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_131
47,7,0,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_051
44,1,2,2,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_150
41,10,1,5,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_181
46,9,0,5,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_195
58,4,0,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,2,O_012
30,7,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_034
37,4,0,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,yes,2,O_149
31,9,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_174
26,2,2,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,5,O_154
32,0,1,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,1,O_095
57,0,2,3,0,1,1,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,3,O_176
43,0,0,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,1,O_138
58,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,yes,2,O_214
43,1,1,7,1,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,2,O_091
41,9,2,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,0,O_176
25,10,1,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,4,O_042
55,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,2,O_172
53,1,1,5,0,0,2,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,2,O_171
46,7,2,5,1,0,2,may,mon,-1.8,92.893,-46.2,1.244,5099.1,yes,0,O_066
32,7,1,3,1,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,yes,4,O_024
32,1,1,2,1,0,0,may,mon,-1.8,92.893,-46.2,1.244,5099.1,no,1,O_229
52,0,0,2,0,0,2,may,mon,-1.8,92.893,-46.2,1.244,5099.1,yes,3,O_027
40,9,2,5,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,0,O_114
44,9,1,5,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,4,O_011
43,2,1,5,0,2,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,2,O_102
38,7,1,3,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,4,O_191
81,5,0,7,1,2,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,2,O_121
45,0,2,6,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,5,O_063
35,9,0,5,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,4,O_097
35,9,0,5,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,4,O_031
26,9,2,6,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,0,O_141
35,9,0,5,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,4,O_011
35,0,1,3,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,1,O_087
48,2,1,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,2,O_024
34,0,1,6,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,2,O_063
45,0,1,7,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,2,O_025
45,0,1,7,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,2,O_215
39,9,2,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,0,O_180
39,9,2,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,0,O_215
40,4,1,3,0,2,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,1,O_161
40,4,1,3,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,1,O_120
71,3,1,7,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,2,O_049
36,0,1,5,0,2,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,2,O_222
23,8,2,2,0,0,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,0,O_212
27,0,2,6,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,5,O_102
27,0,2,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,5,O_060
27,0,2,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,5,O_096
58,5,1,2,0,0,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,3,O_097
19,8,2,2,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,0,O_212
83,5,1,2,0,2,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,3,O_025
30,0,1,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,5,O_150
27,0,2,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,5,O_180
49,0,1,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,2,O_178
49,0,1,6,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,2,O_053
66,3,1,3,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,3,O_101
27,0,2,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,5,O_086
37,9,1,6,0,2,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,4,O_100
57,0,1,1,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,3,O_030
57,0,1,1,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,3,O_029
32,9,2,6,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,0,O_016
40,9,2,5,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,0,O_223
40,9,2,5,0,0,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,0,O_102
55,0,1,6,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,2,O_061
46,11,2,7,0,2,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,0,O_186
18,8,2,3,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,0,O_119
18,8,2,3,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,0,O_091
48,2,1,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,2,O_036
57,0,1,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,2,O_095
62,9,1,5,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,4,O_153
29,0,3,6,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,5,O_148
43,9,1,3,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,4,O_096
75,5,0,0,0,2,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,3,O_145
46,9,1,6,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,4,O_179
43,9,1,3,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,4,O_215
38,0,1,6,0,2,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,2,O_127
26,8,2,5,0,0,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,0,O_061
28,9,2,5,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,0,O_039
31,7,2,3,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,0,O_045
28,0,2,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,5,O_013
27,0,1,3,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,1,O_133
52,10,2,0,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,3,O_057
40,4,1,3,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,1,O_060
35,9,1,6,0,2,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,4,O_170
49,0,1,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,2,O_081
45,1,1,5,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,2,O_193
30,0,1,6,0,2,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,5,O_041
59,9,1,5,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,4,O_086
59,6,2,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,2,O_022
37,0,1,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,2,O_128
37,3,2,6,0,0,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,yes,5,O_038
26,0,2,6,0,2,0,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,5,O_063
34,0,2,6,0,2,2,may,fri,-1.8,92.893,-46.2,1.259,5099.1,no,5,O_172
48,7,1,3,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,3,O_204
46,0,2,3,0,2,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_130
50,0,0,6,0,2,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_223
27,0,1,6,0,0,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_177
34,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_176
34,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_228
34,0,1,6,0,2,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_030
26,0,2,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_062
44,9,1,2,0,2,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,4,O_107
32,0,1,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_147
36,9,1,6,0,2,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,4,O_228
24,0,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_032
36,6,1,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,4,O_061
44,7,1,3,0,2,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,4,O_076
53,9,1,5,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,4,O_158
36,0,1,3,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,1,O_220
33,1,1,2,0,2,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,1,O_217
58,3,1,0,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,3,O_175
33,10,1,3,0,2,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,4,O_181
44,1,2,5,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_102
44,1,2,5,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_144
54,4,1,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,2,O_048
36,0,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_122
56,5,1,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,3,O_075
29,0,1,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_215
55,10,1,2,0,0,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,4,O_091
27,0,2,6,0,2,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_097
52,2,1,1,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,3,O_099
62,5,2,6,0,2,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_209
42,2,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_216
37,1,2,5,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_105
46,0,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_230
56,0,0,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,2,O_177
46,0,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_197
46,0,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,5,O_212
46,0,2,6,0,0,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_084
46,0,2,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_132
56,5,1,3,0,0,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,3,O_073
34,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,2,O_079
54,0,2,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_113
54,0,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,2,O_022
34,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_058
43,1,1,2,0,0,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,1,O_189
26,8,2,2,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,0,O_047
32,0,2,6,1,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_147
25,0,1,6,0,1,1,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,5,O_179
27,0,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_068
26,11,2,2,0,2,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,0,O_111
32,0,0,3,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,1,O_204
37,9,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,4,O_194
36,0,1,6,0,0,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_213
36,0,1,6,0,2,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_149
58,3,1,0,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,3,O_206
36,6,1,6,0,0,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,4,O_098
33,10,1,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,4,O_143
26,8,2,6,0,0,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,0,O_157
36,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,2,O_225
50,0,0,6,0,0,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,2,O_092
36,6,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,4,O_203
36,6,1,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,4,O_123
46,10,1,2,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,4,O_033
34,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_155
61,5,1,2,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,3,O_226
34,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_110
60,0,1,3,0,0,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,3,O_131
35,0,1,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,1,O_215
29,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_213
34,9,2,5,0,0,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,0,O_099
35,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_178
43,9,0,5,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,4,O_149
42,9,1,5,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,4,O_153
30,0,2,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,5,O_169
27,4,2,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_082
31,7,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,0,O_078
78,5,1,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,3,O_016
55,6,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_199
42,9,1,5,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,4,O_071
32,0,1,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,5,O_159
41,0,1,3,0,2,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,1,O_161
46,0,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,2,O_165
54,1,1,0,0,1,1,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,3,O_200
47,0,0,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,1,O_201
28,6,2,6,0,0,2,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,0,O_011
29,9,2,6,0,0,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,0,O_195
28,9,2,3,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,no,0,O_056
36,6,1,6,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,4,O_152
34,9,2,5,0,2,0,may,mon,-1.8,92.893,-46.2,1.264,5099.1,yes,0,O_159
38,4,1,6,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,2,O_022
33,0,1,6,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,2,O_073
44,1,1,5,0,2,2,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,2,O_211
29,6,1,6,0,0,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,4,O_042
52,7,1,3,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,3,O_062
29,0,2,6,0,0,2,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,5,O_029
26,0,2,6,0,0,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,5,O_047
29,6,1,6,0,0,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,4,O_151
31,1,2,5,0,0,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,5,O_196
36,0,1,6,0,0,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,2,O_141
59,6,1,6,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,2,O_073
31,4,1,3,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,1,O_199
49,1,1,2,0,0,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,3,O_091
60,5,1,6,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,yes,2,O_080
32,0,1,6,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,5,O_122
65,5,1,7,0,0,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,2,O_041
30,3,1,3,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,1,O_089
31,0,1,6,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,5,O_186
34,0,1,6,0,0,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,2,O_144
38,1,1,2,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,1,O_228
31,0,1,6,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,yes,5,O_181
35,0,1,3,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,1,O_090
58,4,1,6,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,yes,2,O_179
39,0,1,3,0,0,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,1,O_201
33,1,1,2,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,yes,1,O_149
39,0,1,3,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,1,O_178
39,0,1,3,0,2,0,may,tue,-1.8,92.893,-46.2,1.266,5099.1,no,1,O_121
27,8,2,3,0,2,2,may,tue,-1.8,92.893,-46.2,1.266,5099.1,yes,0,O_211
